Angle [deg],DRValue [um]
126.375,0.827
126.4,0.853
126.425,0.881
126.45,0.908
126.475,0.946
126.5,0.984
126.525,1.024
126.55,1.066
126.575,1.101
126.6,1.135
126.625,1.161
126.65,1.179
126.675,1.187
126.7,1.184
126.725,1.162
126.75,1.128
126.775,1.074
126.8,1.008
126.825,0.935
126.85,0.857
126.875,0.767
126.9,0.673
126.925,0.606
126.95,0.53
126.975,0.466
127,0.42
127.025,0.398
127.05,0.391
127.075,0.401
127.1,0.421
127.125,0.457
127.15,0.491
127.175,0.528
127.2,0.546
127.225,0.556
127.25,0.548
127.275,0.518
127.3,0.461
127.325,0.401
127.35,0.313
127.375,0.213
127.4,0.095
127.425,-0.016
127.45,-0.124
127.475,-0.242
127.5,-0.34
127.525,-0.426
127.55,-0.499
127.575,-0.567
127.6,-0.611
127.625,-0.649
127.65,-0.681
127.675,-0.708
127.7,-0.732
127.725,-0.746
127.75,-0.762
127.775,-0.78
127.8,-0.801
127.825,-0.813
127.85,-0.833
127.875,-0.855
127.9,-0.875
127.925,-0.894
127.95,-0.906
127.975,-0.924
128,-0.932
128.025,-0.93
128.05,-0.925
128.075,-0.913
128.1,-0.895
128.125,-0.875
128.15,-0.841
128.175,-0.814
128.2,-0.766
128.225,-0.738
128.25,-0.702
128.275,-0.658
128.3,-0.635
128.325,-0.603
128.35,-0.579
128.375,-0.553
128.4,-0.53
128.425,-0.502
128.45,-0.482
128.475,-0.446
128.5,-0.412
128.525,-0.381
128.55,-0.343
128.575,-0.301
128.6,-0.255
128.625,-0.211
128.65,-0.168
128.675,-0.13
128.7,-0.092
128.725,-0.054
128.75,-0.034
128.775,-0.005
128.8,0.023
128.825,0.043
128.85,0.061
128.875,0.087
128.9,0.116
128.925,0.14
128.95,0.178
128.975,0.214
129,0.26
129.025,0.301
129.05,0.347
129.075,0.399
129.1,0.441
129.125,0.493
129.15,0.532
129.175,0.568
129.2,0.598
129.225,0.618
129.25,0.638
129.275,0.651
129.3,0.663
129.325,0.665
129.35,0.673
129.375,0.673
129.4,0.678
129.425,0.682
129.45,0.682
129.475,0.69
129.5,0.699
129.525,0.705
129.55,0.717
129.575,0.727
129.6,0.731
129.625,0.73
129.65,0.718
129.675,0.708
129.7,0.684
129.725,0.656
129.75,0.605
129.775,0.563
129.8,0.499
129.825,0.443
129.85,0.379
129.875,0.312
129.9,0.246
129.925,0.184
129.95,0.13
129.975,0.07
130,0.027
130.025,-0.011
130.05,-0.047
130.075,-0.073
130.1,-0.103
130.125,-0.118
130.15,-0.132
130.175,-0.142
130.2,-0.14
130.225,-0.149
130.25,-0.139
130.275,-0.125
130.3,-0.119
130.325,-0.105
130.35,-0.094
130.375,-0.078
130.4,-0.068
130.425,-0.058
130.45,-0.058
130.475,-0.057
130.5,-0.069
130.525,-0.077
130.55,-0.089
130.575,-0.111
130.6,-0.14
130.625,-0.168
130.65,-0.206
130.675,-0.24
130.7,-0.28
130.725,-0.313
130.75,-0.351
130.775,-0.379
130.8,-0.397
130.825,-0.405
130.85,-0.404
130.875,-0.4
130.9,-0.382
130.925,-0.36
130.95,-0.323
130.975,-0.277
131,-0.221
131.025,-0.165
131.05,-0.107
131.075,-0.032
131.1,0.036
131.125,0.108
131.15,0.178
131.175,0.242
131.2,0.299
131.225,0.349
131.25,0.397
131.275,0.449
131.3,0.499
131.325,0.542
131.35,0.588
131.375,0.638
131.4,0.7
131.425,0.748
131.45,0.803
131.475,0.859
131.5,0.917
131.525,0.959
131.55,0.991
131.575,1.018
131.6,1.026
131.625,1.018
131.65,1.006
131.675,0.977
131.7,0.939
131.725,0.897
131.75,0.849
131.775,0.799
131.8,0.742
131.825,0.696
131.85,0.656
131.875,0.616
131.9,0.594
131.925,0.581
131.95,0.577
131.975,0.575
132,0.583
132.025,0.603
132.05,0.618
132.075,0.638
132.1,0.666
132.125,0.688
132.15,0.715
132.175,0.741
132.2,0.767
132.225,0.785
132.25,0.793
132.275,0.798
132.3,0.794
132.325,0.778
132.35,0.748
132.375,0.702
132.4,0.653
132.425,0.595
132.45,0.527
132.475,0.459
132.5,0.375
132.525,0.31
132.55,0.244
132.575,0.188
132.6,0.132
132.625,0.09
132.65,0.065
132.675,0.045
132.7,0.043
132.725,0.051
132.75,0.066
132.775,0.088
132.8,0.118
132.825,0.146
132.85,0.176
132.875,0.191
132.9,0.209
132.925,0.211
132.95,0.211
132.975,0.205
133,0.176
133.025,0.158
133.05,0.134
133.075,0.108
133.1,0.082
133.125,0.069
133.15,0.061
133.175,0.063
133.2,0.079
133.225,0.104
133.25,0.134
133.275,0.172
133.3,0.224
133.325,0.256
133.35,0.299
133.375,0.339
133.4,0.369
133.425,0.393
133.45,0.403
133.475,0.4
133.5,0.4
133.525,0.382
133.55,0.376
133.575,0.362
133.6,0.355
133.625,0.347
133.65,0.353
133.675,0.361
133.7,0.374
133.725,0.394
133.75,0.426
133.775,0.454
133.8,0.492
133.825,0.515
133.85,0.547
133.875,0.577
133.9,0.599
133.925,0.621
133.95,0.626
133.975,0.638
134,0.638
134.025,0.634
134.05,0.63
134.075,0.621
134.1,0.609
134.125,0.603
134.15,0.597
134.175,0.594
134.2,0.59
134.225,0.59
134.25,0.582
134.275,0.586
134.3,0.591
134.325,0.589
134.35,0.585
134.375,0.591
134.4,0.583
134.425,0.572
134.45,0.564
134.475,0.546
134.5,0.526
134.525,0.5
134.55,0.481
134.575,0.449
134.6,0.415
134.625,0.381
134.65,0.346
134.675,0.306
134.7,0.262
134.725,0.218
134.75,0.178
134.775,0.133
134.8,0.083
134.825,0.045
134.85,0.011
134.875,-0.031
134.9,-0.06
134.925,-0.084
134.95,-0.112
134.975,-0.134
135,-0.154
135.025,-0.179
135.05,-0.197
135.075,-0.221
135.1,-0.245
135.125,-0.276
135.15,-0.304
135.175,-0.338
135.2,-0.37
135.225,-0.408
135.25,-0.437
135.275,-0.469
135.3,-0.499
135.325,-0.517
135.35,-0.535
135.375,-0.55
135.4,-0.558
135.425,-0.56
135.45,-0.556
135.475,-0.559
135.5,-0.555
135.525,-0.547
135.55,-0.541
135.575,-0.541
135.6,-0.542
135.625,-0.54
135.65,-0.546
135.675,-0.54
135.7,-0.54
135.725,-0.543
135.75,-0.541
135.775,-0.535
135.8,-0.529
135.825,-0.514
135.85,-0.494
135.875,-0.47
135.9,-0.438
135.925,-0.396
135.95,-0.363
135.975,-0.317
136,-0.269
136.025,-0.217
136.05,-0.177
136.075,-0.134
136.1,-0.09
136.125,-0.066
136.15,-0.042
136.175,-0.028
136.2,-0.021
136.225,-0.025
136.25,-0.033
136.275,-0.043
136.3,-0.06
136.325,-0.08
136.35,-0.088
136.375,-0.096
136.4,-0.088
136.425,-0.081
136.45,-0.059
136.475,-0.025
136.5,0.019
136.525,0.061
136.55,0.112
136.575,0.174
136.6,0.244
136.625,0.302
136.65,0.357
136.675,0.411
136.7,0.461
136.725,0.495
136.75,0.519
136.775,0.536
136.8,0.546
136.825,0.542
136.85,0.534
136.875,0.518
136.9,0.489
136.925,0.475
136.95,0.457
136.975,0.429
137,0.416
137.025,0.412
137.05,0.42
137.075,0.438
137.1,0.46
137.125,0.495
137.15,0.539
137.175,0.587
137.2,0.631
137.225,0.663
137.25,0.688
137.275,0.708
137.3,0.718
137.325,0.718
137.35,0.697
137.375,0.665
137.4,0.621
137.425,0.575
137.45,0.527
137.475,0.462
137.5,0.396
137.525,0.33
137.55,0.274
137.575,0.226
137.6,0.187
137.625,0.155
137.65,0.123
137.675,0.107
137.7,0.098
137.725,0.102
137.75,0.112
137.775,0.126
137.8,0.154
137.825,0.181
137.85,0.215
137.875,0.257
137.9,0.297
137.925,0.329
137.95,0.356
137.975,0.376
138,0.386
138.025,0.392
138.05,0.389
138.075,0.379
138.1,0.361
138.125,0.345
138.15,0.317
138.175,0.294
138.2,0.272
138.225,0.254
138.25,0.248
138.275,0.248
138.3,0.265
138.325,0.287
138.35,0.317
138.375,0.355
138.4,0.4
138.425,0.444
138.45,0.494
138.475,0.544
138.5,0.592
138.525,0.627
138.55,0.665
138.575,0.697
138.6,0.727
138.625,0.761
138.65,0.79
138.675,0.828
138.7,0.862
138.725,0.906
138.75,0.943
138.775,0.989
138.8,1.019
138.825,1.049
138.85,1.079
138.875,1.102
138.9,1.116
138.925,1.13
138.95,1.138
138.975,1.15
139,1.167
139.025,1.177
139.05,1.193
139.075,1.205
139.1,1.22
139.125,1.224
139.15,1.226
139.175,1.216
139.2,1.198
139.225,1.165
139.25,1.117
139.275,1.053
139.3,0.967
139.325,0.893
139.35,0.802
139.375,0.712
139.4,0.62
139.425,0.548
139.45,0.487
139.475,0.437
139.5,0.415
139.525,0.407
139.55,0.421
139.575,0.442
139.6,0.472
139.625,0.504
139.65,0.536
139.675,0.56
139.7,0.565
139.725,0.559
139.75,0.535
139.775,0.499
139.8,0.442
139.825,0.382
139.85,0.306
139.875,0.226
139.9,0.144
139.925,0.063
139.95,-0.009
139.975,-0.075
140,-0.131
140.025,-0.18
140.05,-0.228
140.075,-0.27
140.1,-0.31
140.125,-0.338
140.15,-0.369
140.175,-0.397
140.2,-0.425
140.225,-0.441
140.25,-0.461
140.275,-0.472
140.3,-0.478
140.325,-0.478
140.35,-0.472
140.375,-0.463
140.4,-0.455
140.425,-0.435
140.45,-0.427
140.475,-0.409
140.5,-0.398
140.525,-0.39
140.55,-0.378
140.575,-0.368
140.6,-0.358
140.625,-0.353
140.65,-0.343
140.675,-0.335
140.7,-0.327
140.725,-0.316
140.75,-0.306
140.775,-0.29
140.8,-0.276
140.825,-0.258
140.85,-0.243
140.875,-0.215
140.9,-0.187
140.925,-0.173
140.95,-0.137
140.975,-0.112
141,-0.076
141.025,-0.046
141.05,-0.018
141.075,0.011
141.1,0.039
141.125,0.063
141.15,0.083
141.175,0.099
141.2,0.114
141.225,0.126
141.25,0.132
141.275,0.142
141.3,0.155
141.325,0.163
141.35,0.181
141.375,0.201
141.4,0.221
141.425,0.242
141.45,0.266
141.475,0.292
141.5,0.312
141.525,0.34
141.55,0.361
141.575,0.381
141.6,0.405
141.625,0.433
141.65,0.458
141.675,0.488
141.7,0.51
141.725,0.534
141.75,0.562
141.775,0.581
141.8,0.601
141.825,0.617
141.85,0.619
141.875,0.612
141.9,0.598
141.925,0.574
141.95,0.546
141.975,0.512
142,0.471
142.025,0.437
142.05,0.399
142.075,0.357
142.1,0.327
142.125,0.298
142.15,0.274
142.175,0.252
142.2,0.234
142.225,0.213
142.25,0.195
142.275,0.167
142.3,0.137
142.325,0.095
142.35,0.054
142.375,-0.004
142.4,-0.066
142.425,-0.126
142.45,-0.187
142.475,-0.265
142.5,-0.323
142.525,-0.369
142.55,-0.411
142.575,-0.436
142.6,-0.442
142.625,-0.436
142.65,-0.412
142.675,-0.366
142.7,-0.315
142.725,-0.255
142.75,-0.195
142.775,-0.143
142.8,-0.102
142.825,-0.072
142.85,-0.056
142.875,-0.064
142.9,-0.092
142.925,-0.135
142.95,-0.185
142.975,-0.251
143,-0.333
143.025,-0.417
143.05,-0.488
143.075,-0.57
143.1,-0.628
143.125,-0.684
143.15,-0.719
143.175,-0.745
143.2,-0.747
143.225,-0.745
143.25,-0.731
143.275,-0.708
143.3,-0.68
143.325,-0.652
143.35,-0.616
143.375,-0.575
143.4,-0.545
143.425,-0.507
143.45,-0.471
143.475,-0.443
143.5,-0.408
143.525,-0.37
143.55,-0.342
143.575,-0.3
143.6,-0.258
143.625,-0.219
143.65,-0.171
143.675,-0.125
143.7,-0.063
143.725,-0.018
143.75,0.038
143.775,0.096
143.8,0.164
143.825,0.22
143.85,0.285
143.875,0.351
143.9,0.411
143.925,0.467
143.95,0.506
143.975,0.56
144,0.584
144.025,0.592
144.05,0.592
144.075,0.577
144.1,0.543
144.125,0.509
144.15,0.469
144.175,0.41
144.2,0.344
144.225,0.284
144.25,0.232
144.275,0.178
144.3,0.137
144.325,0.103
144.35,0.091
144.375,0.085
144.4,0.095
144.425,0.11
144.45,0.14
144.475,0.176
144.5,0.214
144.525,0.247
144.55,0.285
144.575,0.327
144.6,0.373
144.625,0.417
144.65,0.46
144.675,0.51
144.7,0.558
144.725,0.606
144.75,0.647
144.775,0.687
144.8,0.715
144.825,0.741
144.85,0.751
144.875,0.748
144.9,0.728
144.925,0.696
144.95,0.652
144.975,0.596
145,0.517
145.025,0.449
145.05,0.377
145.075,0.303
145.1,0.244
145.125,0.188
145.15,0.16
145.175,0.146
145.2,0.142
145.225,0.151
145.25,0.175
145.275,0.207
145.3,0.249
145.325,0.278
145.35,0.316
145.375,0.346
145.4,0.368
145.425,0.382
145.45,0.387
145.475,0.381
145.5,0.373
145.525,0.359
145.55,0.339
145.575,0.322
145.6,0.31
145.625,0.292
145.65,0.284
145.675,0.277
145.7,0.273
145.725,0.269
145.75,0.277
145.775,0.287
145.8,0.294
145.825,0.308
145.85,0.328
145.875,0.35
145.9,0.383
145.925,0.415
145.95,0.451
145.975,0.491
146,0.533
146.025,0.578
146.05,0.616
146.075,0.654
146.1,0.686
146.125,0.711
146.15,0.731
146.175,0.737
146.2,0.741
146.225,0.737
146.25,0.728
146.275,0.716
146.3,0.702
146.325,0.698
146.35,0.688
146.375,0.687
146.4,0.701
146.425,0.719
146.45,0.737
146.475,0.766
146.5,0.8
146.525,0.822
146.55,0.848
146.575,0.876
146.6,0.895
146.625,0.905
146.65,0.909
146.675,0.895
146.7,0.88
146.725,0.852
146.75,0.818
146.775,0.78
146.8,0.734
146.825,0.687
146.85,0.645
146.875,0.595
146.9,0.553
146.925,0.523
146.95,0.48
146.975,0.45
147,0.41
147.025,0.37
147.05,0.337
147.075,0.297
147.1,0.255
147.125,0.209
147.15,0.169
147.175,0.12
147.2,0.074
147.225,0.03
147.25,-0.01
147.275,-0.055
147.3,-0.093
147.325,-0.125
147.35,-0.159
147.375,-0.195
147.4,-0.228
147.425,-0.256
147.45,-0.292
147.475,-0.322
147.5,-0.357
147.525,-0.385
147.55,-0.407
147.575,-0.429
147.6,-0.449
147.625,-0.458
147.65,-0.464
147.675,-0.468
147.7,-0.47
147.725,-0.472
147.75,-0.481
147.775,-0.487
147.8,-0.497
147.825,-0.515
147.85,-0.53
147.875,-0.556
147.9,-0.578
147.925,-0.61
147.95,-0.63
147.975,-0.649
148,-0.659
148.025,-0.659
148.05,-0.657
148.075,-0.65
148.1,-0.626
148.125,-0.606
148.15,-0.58
148.175,-0.55
148.2,-0.519
148.225,-0.487
148.25,-0.465
148.275,-0.441
148.3,-0.42
148.325,-0.404
148.35,-0.404
148.375,-0.39
148.4,-0.39
148.425,-0.387
148.45,-0.385
148.475,-0.385
148.5,-0.373
148.525,-0.373
148.55,-0.366
148.575,-0.35
148.6,-0.338
148.625,-0.328
148.65,-0.313
148.675,-0.295
148.7,-0.285
148.725,-0.267
148.75,-0.257
148.775,-0.248
148.8,-0.23
148.825,-0.21
148.85,-0.184
148.875,-0.155
148.9,-0.117
148.925,-0.081
148.95,-0.033
148.975,0.025
149,0.094
149.025,0.156
149.05,0.228
149.075,0.304
149.1,0.377
149.125,0.449
149.15,0.505
149.175,0.561
149.2,0.601
149.225,0.636
149.25,0.654
149.275,0.664
149.3,0.656
149.325,0.648
149.35,0.627
149.375,0.591
149.4,0.543
149.425,0.487
149.45,0.438
149.475,0.382
149.5,0.332
149.525,0.282
149.55,0.252
149.575,0.225
149.6,0.211
149.625,0.203
149.65,0.205
149.675,0.214
149.7,0.22
149.725,0.23
149.75,0.238
149.775,0.234
149.8,0.227
149.825,0.209
149.85,0.183
149.875,0.149
149.9,0.114
149.925,0.072
149.95,0.036
149.975,0.006
150,-0.018
150.025,-0.037
150.05,-0.041
150.075,-0.041
150.1,-0.027
150.125,-0.009
150.15,0.004
150.175,0.024
150.2,0.05
150.225,0.068
150.25,0.069
150.275,0.079
150.3,0.073
150.325,0.055
150.35,0.033
150.375,0.01
150.4,-0.01
150.425,-0.034
150.45,-0.048
150.475,-0.065
150.5,-0.067
150.525,-0.055
150.55,-0.039
150.575,-0.009
150.6,0.034
150.625,0.074
150.65,0.114
150.675,0.158
150.7,0.193
150.725,0.213
150.75,0.221
150.775,0.213
150.8,0.187
150.825,0.152
150.85,0.112
150.875,0.062
150.9,0.012
150.925,-0.022
150.95,-0.057
150.975,-0.075
151,-0.073
151.025,-0.047
151.05,-0.008
151.075,0.064
151.1,0.148
151.125,0.252
151.15,0.348
151.175,0.457
151.2,0.561
151.225,0.657
151.25,0.747
151.275,0.82
151.3,0.886
151.325,0.926
151.35,0.962
151.375,0.99
151.4,1.013
151.425,1.035
151.45,1.045
151.475,1.063
151.5,1.079
151.525,1.1
151.55,1.118
151.575,1.148
151.6,1.166
151.625,1.189
151.65,1.209
151.675,1.221
151.7,1.231
151.725,1.237
151.75,1.232
151.775,1.22
151.8,1.19
151.825,1.16
151.85,1.115
151.875,1.061
151.9,1.003
151.925,0.937
151.95,0.881
151.975,0.816
152,0.76
152.025,0.72
152.05,0.676
152.075,0.645
152.1,0.625
152.125,0.611
152.15,0.603
152.175,0.607
152.2,0.606
152.225,0.618
152.25,0.626
152.275,0.636
152.3,0.644
152.325,0.645
152.35,0.637
152.375,0.625
152.4,0.609
152.425,0.584
152.45,0.55
152.475,0.512
152.5,0.466
152.525,0.428
152.55,0.383
152.575,0.335
152.6,0.289
152.625,0.251
152.65,0.22
152.675,0.184
152.7,0.166
152.725,0.15
152.75,0.122
152.775,0.107
152.8,0.091
152.825,0.069
152.85,0.045
152.875,0.013
152.9,-0.02
152.925,-0.05
152.95,-0.088
152.975,-0.124
153,-0.159
153.025,-0.177
153.05,-0.187
153.075,-0.191
153.1,-0.187
153.125,-0.164
153.15,-0.14
153.175,-0.1
153.2,-0.06
153.225,-0.017
153.25,0.027
153.275,0.073
153.3,0.121
153.325,0.149
153.35,0.184
153.375,0.214
153.4,0.24
153.425,0.26
153.45,0.269
153.475,0.271
153.5,0.273
153.525,0.269
153.55,0.263
153.575,0.252
153.6,0.244
153.625,0.238
153.65,0.23
153.675,0.224
153.7,0.223
153.725,0.229
153.75,0.243
153.775,0.251
153.8,0.268
153.825,0.292
153.85,0.316
153.875,0.342
153.9,0.372
153.925,0.389
153.95,0.407
153.975,0.423
154,0.431
154.025,0.426
154.05,0.432
154.075,0.418
154.1,0.406
154.125,0.402
154.15,0.389
154.175,0.385
154.2,0.385
154.225,0.393
154.25,0.407
154.275,0.428
154.3,0.456
154.325,0.484
154.35,0.506
154.375,0.531
154.4,0.551
154.425,0.567
154.45,0.569
154.475,0.559
154.5,0.544
154.525,0.52
154.55,0.484
154.575,0.428
154.6,0.365
154.625,0.301
154.65,0.235
154.675,0.161
154.7,0.091
154.725,0.02
154.75,-0.038
154.775,-0.09
154.8,-0.126
154.825,-0.158
154.85,-0.173
154.875,-0.181
154.9,-0.181
154.925,-0.179
154.95,-0.166
154.975,-0.154
155,-0.142
155.025,-0.138
155.05,-0.142
155.075,-0.149
155.1,-0.165
155.125,-0.199
155.15,-0.229
155.175,-0.268
155.2,-0.306
155.225,-0.336
155.25,-0.374
155.275,-0.41
155.3,-0.439
155.325,-0.449
155.35,-0.457
155.375,-0.459
155.4,-0.465
155.425,-0.464
155.45,-0.46
155.475,-0.464
155.5,-0.474
155.525,-0.487
155.55,-0.503
155.575,-0.525
155.6,-0.557
155.625,-0.589
155.65,-0.618
155.675,-0.652
155.7,-0.676
155.725,-0.692
155.75,-0.701
155.775,-0.701
155.8,-0.687
155.825,-0.677
155.85,-0.657
155.875,-0.636
155.9,-0.608
155.925,-0.582
155.95,-0.56
155.975,-0.54
156,-0.523
156.025,-0.507
156.05,-0.489
156.075,-0.467
156.1,-0.454
156.125,-0.43
156.15,-0.402
156.175,-0.368
156.2,-0.328
156.225,-0.279
156.25,-0.235
156.275,-0.179
156.3,-0.127
156.325,-0.068
156.35,-0.024
156.375,0.028
156.4,0.068
156.425,0.112
156.45,0.151
156.475,0.195
156.5,0.239
156.525,0.273
156.55,0.325
156.575,0.372
156.6,0.434
156.625,0.486
156.65,0.546
156.675,0.605
156.7,0.669
156.725,0.725
156.75,0.779
156.775,0.825
156.8,0.862
156.825,0.89
156.85,0.912
156.875,0.922
156.9,0.923
156.925,0.923
156.95,0.911
156.975,0.891
157,0.853
157.025,0.814
157.05,0.77
157.075,0.726
157.1,0.678
157.125,0.63
157.15,0.593
157.175,0.563
157.2,0.543
157.225,0.533
157.25,0.532
157.275,0.536
157.3,0.554
157.325,0.574
157.35,0.592
157.375,0.607
157.4,0.615
157.425,0.611
157.45,0.599
157.475,0.567
157.5,0.53
157.525,0.482
157.55,0.432
157.575,0.376
157.6,0.333
157.625,0.295
157.65,0.269
157.675,0.249
157.7,0.235
157.725,0.24
157.75,0.242
157.775,0.252
157.8,0.27
157.825,0.285
157.85,0.293
157.875,0.299
157.9,0.299
157.925,0.311
157.95,0.31
157.975,0.302
158,0.31
158.025,0.314
158.05,0.324
158.075,0.333
158.1,0.357
158.125,0.381
158.15,0.409
158.175,0.436
158.2,0.472
158.225,0.51
158.25,0.536
158.275,0.576
158.3,0.617
158.325,0.647
158.35,0.687
158.375,0.729
158.4,0.765
158.425,0.802
158.45,0.834
158.475,0.862
158.5,0.888
158.525,0.897
158.55,0.909
158.575,0.913
158.6,0.909
158.625,0.903
158.65,0.894
158.675,0.88
158.7,0.878
158.725,0.878
158.75,0.879
158.775,0.897
158.8,0.919
158.825,0.943
158.85,0.971
158.875,1.008
158.9,1.042
158.925,1.068
158.95,1.092
158.975,1.116
159,1.119
159.025,1.125
159.05,1.123
159.075,1.101
159.1,1.078
159.125,1.05
159.15,1.022
159.175,0.986
159.2,0.954
159.225,0.925
159.25,0.891
159.275,0.863
159.3,0.833
159.325,0.807
159.35,0.774
159.375,0.738
159.4,0.694
159.425,0.65
159.45,0.599
159.475,0.537
159.5,0.479
159.525,0.403
159.55,0.335
159.575,0.272
159.6,0.208
159.625,0.156
159.65,0.104
159.675,0.064
159.7,0.031
159.725,0.011
159.75,-0.001
159.775,-0.007
159.8,-0.008
159.825,-0.002
159.85,0
159.875,-0.002
159.9,-0.004
159.925,-0.019
159.95,-0.031
159.975,-0.059
160,-0.087
160.025,-0.121
160.05,-0.154
160.075,-0.198
160.1,-0.228
160.125,-0.254
160.15,-0.277
160.175,-0.297
160.2,-0.307
160.225,-0.315
160.25,-0.323
160.275,-0.322
160.3,-0.332
160.325,-0.336
160.35,-0.348
160.375,-0.368
160.4,-0.389
160.425,-0.409
160.45,-0.437
160.475,-0.471
160.5,-0.502
160.525,-0.52
160.55,-0.532
160.575,-0.538
160.6,-0.524
160.625,-0.505
160.65,-0.483
160.675,-0.441
160.7,-0.395
160.725,-0.363
160.75,-0.33
160.775,-0.302
160.8,-0.298
160.825,-0.302
160.85,-0.319
160.875,-0.353
160.9,-0.395
160.925,-0.431
160.95,-0.485
160.975,-0.526
161,-0.55
161.025,-0.566
161.05,-0.55
161.075,-0.524
161.1,-0.479
161.125,-0.405
161.15,-0.327
161.175,-0.225
161.2,-0.128
161.225,-0.032
161.25,0.066
161.275,0.152
161.3,0.234
161.325,0.293
161.35,0.347
161.375,0.383
161.4,0.415
161.425,0.421
161.45,0.424
161.475,0.418
161.5,0.4
161.525,0.374
161.55,0.357
161.575,0.339
161.6,0.327
161.625,0.315
161.65,0.311
161.675,0.31
161.7,0.328
161.725,0.342
161.75,0.36
161.775,0.392
161.8,0.425
161.825,0.453
161.85,0.475
161.875,0.493
161.9,0.504
161.925,0.498
161.95,0.482
161.975,0.456
162,0.42
162.025,0.371
162.05,0.317
162.075,0.251
162.1,0.181
162.125,0.133
162.15,0.07
162.175,0.016
162.2,-0.034
162.225,-0.064
162.25,-0.083
162.275,-0.093
162.3,-0.097
162.325,-0.093
162.35,-0.091
162.375,-0.08
162.4,-0.084
162.425,-0.09
162.45,-0.108
162.475,-0.126
162.5,-0.159
162.525,-0.187
162.55,-0.221
162.575,-0.251
162.6,-0.28
162.625,-0.302
162.65,-0.316
162.675,-0.318
162.7,-0.31
162.725,-0.291
162.75,-0.259
162.775,-0.227
162.8,-0.187
162.825,-0.153
162.85,-0.122
162.875,-0.092
162.9,-0.07
162.925,-0.058
162.95,-0.046
162.975,-0.041
163,-0.043
163.025,-0.057
163.05,-0.067
163.075,-0.088
163.1,-0.106
163.125,-0.132
163.15,-0.16
163.175,-0.182
163.2,-0.203
163.225,-0.223
163.25,-0.245
